Complaint,Complaint_Clean,Category,Urgency,Complaint_Clean_Banglish
Toy arrived with sharp protrusions,Toy arrived with sharp protrusions,Product Quality,High,Toy ta sharp protrusion shathe niye arrive koreche
Appliance arrived with factory testing residue,Appliance arrived with factory testing residue,Product Quality,Immediate,Appliance ta factory testing er residue niye arrive koreche
Cosmetics arrived with separated ingredients,Cosmetics arrived with separated ingredients,Product Quality,High,Cosmetics gulo separated ingredients shathe arrive koreche
Furniture arrived with incorrect assembly hardware,Furniture arrived with incorrect assembly hardware,Product Quality,Medium,Furniture ta incorrect assembly hardware shathe arrive koreche
Product arrived with undisclosed account requirement,Product arrived with undisclosed account requirement,Product Quality,High,Product ta undisclosed account requirement shathe arrive koreche
Return label never provided despite policy,Return label never provided despite policy,Returns,High,Policy thaka sotteo return label kkhono deya hoyni
Refund processed but not received after 30 days,Refund processed but not received after 30 days,Returns,Immediate,Refund process hoyeche kintu 30 diner moddhe pawa jayni
Return tracking shows delivered but refund not issued,Return tracking shows delivered but refund not issued,Returns,High,Return tracking e dekhachhe delivered kintu refund deya hoyni
Prepaid return label is invalid at carrier,Prepaid return label is invalid at carrier,Returns,Medium,Prepaid return label ta carrier er kase invalid
Return initiated but no RMA number provided,Return initiated but no RMA number provided,Returns,High,Return initiate kora hoyeche kintu kono RMA number deya hoyni
Return shipping costs deducted without warning,Return shipping costs deducted without warning,Returns,High,Kono warning chara return shipping cost deduct kora hoyeche
Return package refused at warehouse,Return package refused at warehouse,Returns,Medium,Warehouse e return package refuse kora hoyeche
Partial refund issued without explanation,Partial refund issued without explanation,Returns,High,Explanation chara partial refund issue kora hoyeche
Return label charges unexpected customs fees,Return label charges unexpected customs fees,Returns,Immediate,Return label unexpected customs fee generate korche
Return status shows 'processing' indefinitely,Return status shows 'processing' indefinitely,Returns,High,Return status indefinitely 'processing' dekhachhe
Refund amount differs from return receipt,Refund amount differs from return receipt,Returns,Medium,Refund amount return receipt er sathe milche na
Return instructions contradict policy,Return instructions contradict policy,Returns,High,Return instructions policy ke contradict korche
Return label generates error when printing,Return label generates error when printing,Returns,Immediate,Print korar shomoy return label error generate korche
Refund delayed for 'additional inspection',Refund delayed for 'additional inspection',Returns,High,'Additional inspection' er jonno refund delay hochhe
Return requires original packaging that wasn't kept,Return requires original packaging that wasn't kept,Returns,Medium,Return er jonno original packaging lagche ja rakha hoyni
Return tracking never updates after drop-off,Return tracking never updates after drop-off,Returns,High,Drop-off er por return tracking kkhono update hoy na
Refund processed as store credit without consent,Refund processed as store credit without consent,Returns,Immediate,Consent chara store credit hisebe refund process kora hoyeche
Return portal crashes during submission,Return portal crashes during submission,Returns,High,Submission er shomoy return portal crash korche
Return rejected for missing barcode that was included,Return rejected for missing barcode that was included,Returns,Medium,"Je barcode shamil chilo, sheta missing thakay return reject kora hoyeche"
Refund missing return shipping reimbursement,Refund missing return shipping reimbursement,Returns,High,Refund er moddhe return shipping reimbursement missing ache
Return label has wrong warehouse address,Return label has wrong warehouse address,Returns,Immediate,Return label e vul warehouse address ache
Return status never updates from 'initiated',Return status never updates from 'initiated',Returns,High,Return status kkhono 'initiated' theke update hoy na
Refund held for undisclosed restocking fee,Refund held for undisclosed restocking fee,Returns,Medium,Undisclosed restocking fee er jonno refund hold kora hoyeche
Return requires receipt despite online account,Return requires receipt despite online account,Returns,High,Online account thaka sotteo return er jonno receipt lagche
Return label expired before use,Return label expired before use,Returns,Immediate,Use korar agei return label expire hoye geche
Refund delayed due to 'high return volume',Refund delayed due to 'high return volume',Returns,High,'High return volume' er karone refund delay hochhe
Return items lost by carrier but no resolution,Return items lost by carrier but no resolution,Returns,Medium,Carrier return items gulo hariye feleche kintu kono resolution nei
Refund issued in wrong currency,Refund issued in wrong currency,Returns,High,Vul currency te refund issue kora hoyeche
Return requires in-store visit despite online purchase,Return requires in-store visit despite online purchase,Returns,Immediate,Online purchase kora sotteo return er jonno in-store visit korte bolche
Return label missing from packaging as promised,Return label missing from packaging as promised,Returns,High,"Jemon promise kora hoychilo, packaging theke return label missing chilo"
Refund processed before return was received,Refund processed before return was received,Returns,Medium,Return pawar agei refund process kora hoyeche
Return rejected for minor box damage,Return rejected for minor box damage,Returns,High,Box er minor damage er jonno return reject kora hoyeche
Return shipping costs higher than estimated,Return shipping costs higher than estimated,Returns,Immediate,Return shipping cost estimated er cheye beshi
Return portal asks for unreasonable documentation,Return portal asks for unreasonable documentation,Returns,Medium,Return portal unreasonable documentation chaiche
Return label prints with unreadable barcode,Return label prints with unreadable barcode,Returns,High,Return label unreadable barcode shathe print hochhe
Refund delayed for 'manual processing',Refund delayed for 'manual processing',Returns,Immediate,'Manual processing' er jonno refund delay hochhe
Return requires original payment method no longer available,Return requires original payment method no longer available,Returns,High,"Je original payment method r available nei, return er jonno shetai lagche"
